Ano;cpi;ipca;ipca_p;pib_p
2013;1.5;5.91;
2014;0.8;6.41;
2015;0.7;10.67;
2016;2.1;6.29;
2017;2.1;2.95;
2018;1.9;3.75;
2019;2.3;4.31;3.5;2.5
2020;1.4;4.52;3.25;2.5
2021;7.0;10.06;3;2
